rxTime,414006.0680031631
rxTime_a,414006.06741919724
X_ECEF,151158.46510991786,-4885422.338576897,4090087.0543405097,175068.5560268988,0.06100882313721766,0.11704840450601038,-0.11902307418675795,-0.11462027018250964
bytes_read,60000000
prn_list,2,3,6,12,17,19,24,28
rc,285.9518719190546,667.7886213943964,3.2358097135343087,36.112020046663474,661.9937381505288,383.0362348774754,1018.9681128877487,321.2247421475413
ri,0.5001202639633799,0.9552153096741021,0.3481053460158148,0.15913157072825346,0.09670634162679825,0.2332415659978868,0.8196853933034269,0.6488982863238157
fc,1023001.743996893,1022998.9110082905,1022999.9077539085,1023001.6724914473,1022999.5850101388,1023000.1311975586,1022999.8473470343,1022998.368077927
fi,2533.100693202309,-1451.2810922941112,789.0224385555549,3302.080130723841,-924.5252406850581,21.81165476127709,-672.9934434964237,-2718.2932834713047
cp,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
cp_timestamp,1009,1011,1000,1010,1004,1001,1011,1008
TOW,414006,414006,414006,414006,414006,414006,414006,414006
T_GD,-2.0489096641540527e-08,2.3283064365386963e-09,4.6566128730773926e-09,-1.257285475730896e-08,-1.1175870895385742e-08,-1.5366822481155396e-08,2.7939677238464355e-09,-1.1175870895385742e-08
C_uc,-9.424984455108643e-07,-2.896413207054138e-06,-4.3958425521850586e-07,-6.07222318649292e-07,1.2628734111785889e-06,1.3187527656555176e-06,2.0265579223632812e-06,1.9744038581848145e-07
t_oe,417600,417600,417600,417600,417600,417600,417600,417600
t_oc,417600,417600,417600,417600,417600,417600,417600,417600
total,25,25,25,25,25,25,25,25
complete,False,False,False,False,False,False,False,False
C_rs,-14.84375,-56.9375,-12.25,-7.15625,21.65625,24.125,39.0,-1.03125
OMEGA_0,2.845368873308908,-2.3334465383059886,2.8989725894559886,0.8709482594737704,1.9052492242262555,1.952174504292524,-0.2824608635030225,0.8940725543506137
health,0,0,0,0,0,0,0,0
C_rc,285.125,226.4375,287.90625,237.40625,235.21875,233.40625,261.5625,246.3125
accuracy,0,0,0,0,0,0,0,0
a_f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a_f0,6.620306521654129e-05,0.00010086176916956902,0.0003899824805557728,0.0003229314461350441,-8.129281923174858e-05,-0.00042285164818167686,-5.2166637033224106e-05,0.0007290076464414597
a_f1,-1.0800249583553523e-11,6.252776074688882e-12,-3.524291969370097e-12,-2.5011104298755527e-12,3.865352482534945e-12,3.069544618483633e-12,-5.684341886080801e-13,2.7284841053187847e-12
weeknumber,2008,2008,2008,2008,2008,2008,2008,2008
C_us,4.349276423454285e-06,7.90320336818695e-06,4.889443516731262e-06,8.01868736743927e-06,7.923692464828491e-06,8.29249620437622e-06,5.541369318962097e-06,7.968395948410034e-06
sqrt_A,5153.76725769043,5153.727214813232,5153.653924942017,5153.563632965088,5153.583612442017,5153.718967437744,5153.637487411499,5153.6859493255615
OMEGADOT,-8.08676541766775e-09,-8.105337619845946e-09,-8.213913571041555e-09,-7.927830225950493e-09,-7.673891076937076e-09,-8.058192798932062e-09,-8.411778955786187e-09,-8.081765209389005e-09
M_0,2.4488315641668894,1.2102450586045033,2.2824996203680747,0.8744664033671565,-2.0457657578067567,0.8366652906962264,2.423491514549253,-1.0802906809116188
omega,-1.8473628036987755,0.4754367660439509,-1.0449607762735653,1.0019366759413775,-1.7775727679779427,1.2243665366036014,0.5398386842994924,-1.5179643994130623
i_0,0.9510616750562402,0.9612133273533061,0.9717185552467863,0.9863257030302661,0.9827596339406033,0.9803229566260696,0.9414811284223031,0.9856118165626007
e,0.01791521324776113,0.0014997791731730103,0.0010803238255903125,0.007145873853005469,0.01237348502036184,0.009896966395899653,0.006984312320128083,0.019468655111268163
IDOT,3.893019302737323e-11,-2.407243128481611e-10,5.7502395205569635e-11,-2.375098932403963e-10,2.6965408931804394e-10,1.47506144222983e-10,8.071764792831514e-11,-8.428922527027599e-11
C_ic,1.564621925354004e-07,-5.587935447692871e-09,1.043081283569336e-07,-4.0978193283081055e-08,1.73225998878479e-07,-1.4901161193847656e-07,-8.381903171539307e-08,-3.5762786865234375e-07
IODE,100,22,73,73,60,90,33,89
delta_n,4.930919678311145e-09,4.6201924495605515e-09,4.615192241281806e-09,3.957307694892619e-09,4.026596295326659e-09,4.188388748917485e-09,5.073068456521187e-09,3.98909473323607e-09
IODC,100,22,73,73,60,90,33,89
C_is,-2.3283064365386963e-07,9.313225746154785e-09,-4.6566128730773926e-08,7.264316082000732e-08,8.754432201385498e-08,4.0978193283081055e-08,-1.0244548320770264e-07,2.7194619178771973e-07
